1,fuzzwich.com,62.116.143.21,0,INTERNETX-AS InterNetX GmbH,INTERNETX-AS
2,peekyou.com,64.147.124.21,0,The New York Internet Company,NYIC
78,ocrowd.com,23.21.145.196,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
79,roozt.com,66.216.67.4,2,RMH-14 - Rackspace Hosting,RMH-14
80,urturn.com,23.23.105.217,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
81,storeside.com,184.168.221.18,0,"""""""""""""""""""""""""""""""GoDaddy.com""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",GODAD
82,gamerius.com,108.162.196.20,0,"""""""""""""""""""""""""""""""CloudFlare""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",CLOUD14
83,glorifieldlabs.com,197.221.14.86,0,HETZNER,HETZNER
84,appmob.com,217.70.184.38,0,GANDI-AS Gandi SAS,GANDI-AS
85,thenewagesource.com,204.15.125.99,0,"""""""""""""""""""""""""""""""Hostasaurus""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",HOSTA-3
86,arcaris.com,174.143.150.176,2,Rackspace Hosting,RACKS-8
87,tabletarmy.com,217.160.232.220,0,ONEANDONE-AS 1&1 Internet AG,ONEANDONE-AS
88,travelshark.com,50.19.101.107,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
89,viewashi.com,108.162.199.31,0,"""""""""""""""""""""""""""""""CloudFlare""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",CLOUD14
90,chownow.com,23.21.224.115,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
91,webtradex.com,50.63.36.1,0,"""""""""""""""""""""""""""""""GoDaddy.com""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",GODAD
92,xeroscleaning.com,79.170.40.241,0,NODE4-AS Node4 Limited,NODE4-AS
93,jobaline.com,54.243.176.46,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
94,adztream.com,118.139.171.1,0,"""AS-26496-GO-DADDY-COM-LLC - GoDaddy.com"," LLC""",AS-26496-GO-DADDY-COM-LLC
95,qdega.com,80.246.59.150,0,HOSTEUROPE-AS Host Europe GmbH,HOSTEUROPE-AS
96,nixhydragames.com,173.236.192.248,0,"""""""""""""""""""""""""""""""New Dream Network""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",NDN
97,cylindo.com,54.204.19.232,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
98,here-inc.com,69.163.129.72,0,"""""""""""""""""""""""""""""""New Dream Network""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",NDN
99,branddy.com,54.234.188.65,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
100,barsatie-enterprise.com,181.224.130.183,0,SINGLEHOP-INC - SingleHop,SINGLEHOP-INC
101,flourishapp.com,68.168.250.195,0,"""""""""""""""""""""""""""""""Green House Data""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",GHD-7
102,telecoming.com,96.45.82.69,0,Tiggee LLC,TIGGE
103,moneylib.com,50.16.185.106,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
104,com.com,208.73.211.69,0,Oversee.net,OVERS-1
105,blockbeacon.com,50.18.177.254,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
106,thirsty.com,96.56.230.138,0,CABLE-NET-1 - Cablevision Systems Corp.,CABLE-NET-1
107,yutongo.com,54.247.96.128,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
108,socialcam.com,54.241.12.16,1,Amazon Technologies Inc.,AT-88-Z
109,eatads.com,46.137.244.172,1,AMAZON-AS-AP Amazon.com Tech Telecom,AMAZON-AS-AP
110,vvall.com,,0,,
111,unnaturaltalents.com,182.50.135.128,0,"""AS-26496-GO-DADDY-COM-LLC - GoDaddy.com"," LLC""",AS-26496-GO-DADDY-COM-LLC
112,recapp.me,75.101.163.44,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
113,tangotab.com,23.23.236.179,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
114,metrica.in,192.185.224.37,0,WEBSITEWELCOME.COM,BO
115,pxxxi.com,98.124.198.1,0,"""""""""""""""""""""""""""""""eNom""""""""""""""",""""""""""""""" Incorporated""""""""""""""""""""""""""""""",ENOM
116,foodia.com,54.225.241.187,1,Amazon Technologies Inc.,AT-88-Z
117,crowdtilt.com,54.236.215.188,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
118,vadequa.com,93.88.241.183,0,INFOMANIAK-AS Infomaniak Network SA,INFOMANIAK-AS
119,blabpredicts.com,174.129.253.1,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
120,cinemacraft.tv,175.41.143.228,1,AMAZON-AS-AP Amazon.com Tech Telecom,AMAZON-AS-AP
121,augmate.com,108.178.42.12,0,"""""""""""""""""""""""""""""""SingleHop""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",SINGL-8
122,artsumo.com,199.58.161.2,0,"""""""""""""""FSNET-1 - Fast Serv Networks""""""",""""""" LLC""""""""""""""",FSNET-1
123,duidodger.com,75.119.203.187,0,"""""""""""""""""""""""""""""""New Dream Network""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",NDN
124,supermenu.ca,107.20.227.26,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
125,invajo.com,80.248.225.130,0,INTERNETBOLAGET InternetBolaget Sweden AB,INTERNETBOLAGET
126,pinweel.com,184.72.221.213,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
127,sunrise.am,213.186.33.5,0,OVH OVH Systems,OVH
128,way.com,216.218.229.99,0,"""""""""""""""HURRICANE - Hurricane Electric""""""",""""""" Inc.""""""""""""""",HURRICANE
129,partnered.com,141.101.113.228,0,"""""""""""""""""""""""""""""""CLOUDFLARENET - CloudFlare""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",CLOUDFLARENET
130,coachoasis.com,192.31.186.96,0,Black Lotus Communications,BLC-92
131,pogoseat.com,64.62.233.141,0,"""""""""""""""""""""""""""""""Hurricane Electric""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",HURC
132,swogo.com,54.229.113.130,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
133,tinder.com,174.129.25.170,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
134,scorebeam.com,216.239.32.21,5,Google Inc.,GOGL
135,pcmonitors.info,46.249.202.40,0,PULSANT-AS Pulsant (Scotland) Ltd,PULSANT-AS
136,seevl.net,192.241.251.83,0,"""""""""""""""""""""""""""""""Digital Ocean""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",DO-13
137,invisionapp.com,173.213.230.227,0,Edgewebhosting.net,ACSEDG
138,thescore.com,50.19.229.137,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
139,keku.com,107.23.52.35,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
140,sharedesk.net,216.70.98.92,0,"""""""""""""""""""""""""""""""Media Temple""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",MEDIAT-10
141,greenfunder.com,192.254.237.192,0,WEBSITEWELCOME.COM,BO
142,cgtrader.com,78.46.75.235,0,HETZNER-AS Hetzner Online AG,HETZNER-AS
143,xeeme.com,209.239.114.126,0,"""""""""""""""""""""""""""""""Hosting Solutions International""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",SERVE-6
144,senexx.com,168.62.224.156,4,Microsoft Corp,MSFT-Z
145,play2shop.com,54.213.13.32,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-47
146,furnishly.com,50.56.176.241,2,RMH-14 - Rackspace Hosting,RMH-14
147,popset.com,,0,,
148,sportshedge.com,184.168.178.1,0,"""""""""""""""""""""""""""""""GoDaddy.com""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",GODAD
149,zptsotetsi.com,208.116.12.217,0,FortressITX,FORTR-5
150,soldsie.com,54.243.144.68,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
151,aboutourwork.com,50.57.82.209,2,RACKSPACE - Rackspace Hosting,RACKSPACE
152,rollrandom.com,50.28.22.36,0,"""""""""""""""""""""""""""""""Liquid Web""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",LQWB
153,storeya.com,50.31.20.80,0,Steadfast Networks,NOZON
154,dreamstake.net,82.165.216.206,0,ONEANDONE-AS 1&1 Internet AG,ONEANDONE-AS
155,snaag.com,74.208.197.173,0,1&1 Internet Inc.,11INT
156,mohchi.com,107.23.158.107,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
157,posterini.com,37.59.32.20,0,OVH OVH Systems,OVH
158,map2app.com,65.52.128.33,4,Microsoft Corporation,MSFT
159,socializeitapp.com,66.228.50.103,0,Linode,LINOD
160,drungli.com,195.5.177.199,0,DOCLERWEB-AS DoclerWeb Kft.,DOCLERWEB-AS
161,hurryhurry.com,216.104.165.79,0,TierraNet Inc.,TIER
162,upsling.me,162.242.228.162,2,RACKSPACE - Rackspace Hosting,RACKSPACE
163,unawkward.com,107.21.3.47,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
164,bindo.com,208.43.242.66,3,SoftLayer Technologies Inc.,SOFTL
165,mobilefwd.com,65.39.205.57,0,PEER1 - Peer 1 Network (USA) Inc.,PEER1
166,firstonlinelabel.com,184.168.221.19,0,"""""""""""""""""""""""""""""""GoDaddy.com""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",GODAD
167,loco8.com,184.168.221.9,0,"""""""""""""""""""""""""""""""GoDaddy.com""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",GODAD
168,goresponsa.com,141.101.124.181,0,"""""""""""""""""""""""""""""""CLOUDFLARENET - CloudFlare""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",CLOUDFLARENET
169,uniqueproperty.com,,0,,
170,idevator.com,54.228.206.216,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
171,yorapi.com,50.63.202.63,0,"""""""""""""""""""""""""""""""GoDaddy.com""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",GODAD
172,awmio.com,192.254.225.136,0,WEBSITEWELCOME.COM,BO
173,hadthatbeer.com,,0,,
174,randomchat.me,70.32.68.159,0,"""""""""""""""""""""""""""""""Media Temple""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",MEDIAT-10
175,filmbreak.com,141.101.126.40,0,"""""""""""""""""""""""""""""""CLOUDFLARENET - CloudFlare""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",CLOUDFLARENET
176,poosh.com,107.23.196.42,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
177,emergensee.com,69.16.194.153,0,"""""""""""""""""""""""""""""""Liquid Web""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",LQWB
178,livemyjourney.com,50.63.202.76,0,"""""""""""""""""""""""""""""""GoDaddy.com""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",GODAD
179,rbw.me,173.193.106.12,3,SoftLayer Technologies Inc.,SOFTL
180,bookletsworld.com,176.28.49.79,0,HOSTEUROPE-AS Host Europe GmbH,HOSTEUROPE-AS
181,happytables.com,54.247.184.70,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
182,filedropme.com,216.239.38.21,5,Google Inc.,GOGL
183,fashion.me,204.236.227.160,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
184,social-express.com,23.23.89.231,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
185,whenpages.com,74.220.199.9,0,Unified Layer,BLUEH-2
186,dateiitians.com,108.162.197.34,0,"""""""""""""""""""""""""""""""CloudFlare""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",CLOUD14
187,cybergeekshop.com,74.220.199.6,0,Unified Layer,BLUEH-2
188,venzodigital.com,50.63.148.120,0,"""""""""""""""""""""""""""""""GoDaddy.com""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",GODAD
189,qreature.com,50.63.202.3,0,"""""""""""""""""""""""""""""""GoDaddy.com""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",GODAD
190,socure.com,216.146.39.125,0,"""""""""""""""""""""""""""""""Dynamic Network Services""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",DNS-33
191,lirmi.com,54.200.2.169,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-47
192,hiwaas.com,192.185.66.85,0,WEBSITEWELCOME.COM,BO
193,zillabyte.com,75.101.163.44,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
194,summitweb.net,78.129.225.172,0,IOMART-AS Iomart,IOMART-AS
195,deltax.com,173.236.155.194,0,"""""""""""""""""""""""""""""""New Dream Network""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",NDN
196,honey.is,54.209.159.227,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
197,resoomay.com,184.168.221.27,0,"""""""""""""""""""""""""""""""GoDaddy.com""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",GODAD
198,ensemba.com,64.5.32.142,0,"""""""""""""""""""""""""""""""ThePlanet.com Internet Services""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",TPCM
199,logizent.com,87.106.156.146,0,ONEANDONE-AS 1&1 Internet AG,ONEANDONE-AS
200,mangatar.net,168.63.16.16,4,Microsoft Corp,MSFT-Z
201,bearshop.in,198.57.247.175,0,UNIFIEDLAYER-AS-1 - Unified Layer,UNIFIEDLAYER-AS-1
202,shopa.com,50.31.209.254,0,Server Central Network,SCN-18
203,languatics.com,208.113.216.236,0,"""""""""""""""""""""""""""""""New Dream Network""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",NDN
204,kachingcoupons.com,67.205.14.9,0,"""""""""""""""""""""""""""""""New Dream Network""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",NDN
205,hypermobility.me,195.42.120.82,0,HERBST-AS Herbst Datentechnik GmbH,HERBST-AS
206,lovewithfood.com,54.214.11.166,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-47
207,grepsr.com,198.61.174.167,2,RACKSPACE - Rackspace Hosting,RACKSPACE
208,terminis.com,64.27.57.24,0,"""""""""""""""""""""""""""""""Zerigo""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",ZERIG
209,notey.com,198.61.199.252,2,RMH-14 - Rackspace Hosting,RMH-14
210,boundless.com,54.230.20.53,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
211,partfiniti.com,173.255.228.9,0,Linode,LINOD
212,omegawave.com,54.246.100.245,1,Amazon Technologies Inc.,AT-88-Z
213,kareer.me,50.112.126.233,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-47
214,trendabl.com,50.17.248.143,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
215,cmenow.com,184.169.139.2,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-48
216,cloudimmunity.net,184.168.221.6,0,"""""""""""""""""""""""""""""""GoDaddy.com""""""""""""""",""""""""""""""" LLC""""""""""""""""""""""""""""""",GODAD
217,hometownshoes.com,143.95.93.211,0,Athenix Inc.,ATHENI
218,talentwire.me,174.129.32.35,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-4
219,comr.se,54.245.131.29,1,"""""""""""""""""""""""""""""""Amazon.com""""""""""""""",""""""""""""""" Inc.""""""""""""""""""""""""""""""",AMAZO-47
220,impulcity.com,50.56.166.39,2,RMH-14 - Rackspace Hosting,RMH-14
